,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1070,22,Male,Electronics And Communication,2,6.0,No,No,1
1071,22,Male,Computer Science,1,6.0,No,No,0
1072,21,Male,Computer Science,1,8.0,No,No,1
1073,22,Male,Electronics And Communication,2,6.0,No,No,1
1074,21,Male,Information Technology,1,7.0,No,No,0
1075,21,Male,Information Technology,2,7.0,No,Yes,0
1076,21,Female,Computer Science,2,7.0,Yes,Yes,0
1077,21,Male,Computer Science,2,8.0,No,No,1
1078,22,Male,Information Technology,1,7.0,No,No,0
1079,21,Male,Civil,2,7.0,No,No,0
1080,21,Female,Computer Science,2,8.0,Yes,No,1
1081,22,Male,Mechanical,1,6.0,Yes,No,0
1082,22,Male,Mechanical,1,7.0,Yes,No,0
1083,22,Male,Information Technology,1,6.0,No,No,0
1084,21,Male,Electrical,1,6.0,No,No,0
1085,21,Male,Mechanical,1,6.0,Yes,No,0
1086,22,Male,Electrical,1,6.0,No,No,0
1087,22,Male,Mechanical,2,8.0,Yes,No,1
1088,22,Male,Information Technology,1,7.0,No,No,0
1089,22,Male,Civil,1,6.0,No,No,0
1090,21,Male,Information Technology,1,7.0,No,Yes,0
1091,21,Female,Computer Science,2,8.0,Yes,No,1
1092,22,Male,Electronics And Communication,2,7.0,No,No,0
1093,22,Male,Electronics And Communication,2,7.0,No,Yes,0
1094,22,Male,Mechanical,1,8.0,Yes,No,1
1095,22,Male,Computer Science,1,6.0,No,No,0
1096,22,Male,Electronics And Communication,1,7.0,No,Yes,0
1097,22,Male,Electronics And Communication,1,8.0,No,Yes,1
1098,21,Female,Electrical,1,8.0,No,Yes,1
1099,22,Female,Computer Science,1,7.0,Yes,No,0
1100,22,Female,Information Technology,1,9.0,Yes,No,1
1101,21,Male,Mechanical,2,8.0,Yes,No,1
1102,21,Male,Electronics And Communication,2,7.0,Yes,Yes,1
1103,22,Male,Civil,2,7.0,Yes,No,0
1104,21,Male,Information Technology,2,9.0,No,No,1
1105,21,Male,Civil,2,7.0,No,Yes,0
1106,22,Male,Information Technology,1,9.0,No,No,1
1107,22,Male,Computer Science,1,7.0,No,Yes,0
1108,21,Female,Computer Science,2,7.0,Yes,No,1
1109,21,Male,Information Technology,1,9.0,No,No,1
1110,21,Male,Computer Science,1,8.0,No,No,1
1111,22,Male,Mechanical,1,9.0,Yes,No,1
1112,21,Male,Computer Science,2,9.0,No,No,1
1113,21,Female,Electronics And Communication,2,9.0,No,No,1
1114,21,Male,Electronics And Communication,1,8.0,No,No,1
1115,22,Male,Computer Science,1,9.0,No,No,1
1116,21,Male,Electrical,1,8.0,No,Yes,1
1117,21,Male,Electronics And Communication,2,8.0,No,No,1
1118,22,Male,Information Technology,2,8.0,No,No,1
1119,21,Male,Mechanical,2,9.0,Yes,No,1
1120,21,Male,Electrical,2,7.0,Yes,Yes,1
1121,21,Male,Mechanical,1,9.0,Yes,Yes,1
1122,22,Female,Electrical,2,8.0,No,No,1
1123,21,Male,Civil,2,9.0,No,No,1
1124,22,Male,Mechanical,1,9.0,Yes,No,1
1125,21,Female,Information Technology,2,9.0,No,No,1
1126,22,Female,Electronics And Communication,1,8.0,Yes,Yes,1
1127,22,Male,Electronics And Communication,1,8.0,No,No,1
1128,22,Male,Electronics And Communication,2,9.0,No,No,1
1129,21,Male,Information Technology,1,8.0,No,No,1
1130,22,Female,Civil,1,8.0,No,No,1
1131,21,Female,Civil,1,7.0,Yes,No,0
1132,21,Female,Electrical,1,9.0,No,No,1
1133,22,Male,Computer Science,1,9.0,No,No,1
1134,22,Female,Information Technology,2,8.0,No,No,1
1135,22,Male,Civil,2,9.0,No,Yes,1
1136,21,Male,Mechanical,1,7.0,Yes,No,0
1137,22,Male,Information Technology,2,7.0,No,No,0
1138,22,Male,Civil,2,8.0,No,No,1
1139,22,Male,Computer Science,2,7.0,No,Yes,0
1140,21,Male,Information Technology,1,9.0,Yes,No,1
1141,22,Male,Computer Science,1,8.0,No,No,1
1142,22,Male,Civil,1,7.0,No,No,0
1143,21,Female,Computer Science,2,8.0,Yes,No,1
1144,21,Male,Civil,2,7.0,Yes,No,1
1145,22,Male,Electronics And Communication,2,8.0,No,No,1
1146,22,Male,Mechanical,1,7.0,Yes,No,0
1147,21,Male,Electrical,1,7.0,Yes,No,1
1148,22,Male,Electrical,2,8.0,No,No,1
1149,22,Male,Electrical,1,8.0,No,Yes,1
1150,21,Female,Computer Science,1,8.0,Yes,No,1
1151,21,Male,Mechanical,1,7.0,Yes,No,0
1152,21,Male,Information Technology,1,9.0,Yes,No,1
1153,22,Male,Electrical,0,9.0,No,No,1
1154,21,Female,Information Technology,0,9.0,No,No,1
1155,21,Male,Electronics And Communication,0,8.0,No,No,1
1156,21,Female,Computer Science,1,9.0,Yes,No,1
1157,22,Male,Information Technology,1,7.0,No,No,0
1158,21,Male,Mechanical,1,8.0,Yes,Yes,1
1159,21,Male,Mechanical,0,9.0,Yes,Yes,1
1160,22,Male,Information Technology,0,7.0,No,No,0
1161,21,Male,Information Technology,0,8.0,No,No,1
1162,22,Male,Civil,0,8.0,No,No,1
1163,21,Male,Mechanical,0,8.0,Yes,No,1
1164,22,Female,Computer Science,0,9.0,Yes,Yes,1
1165,22,Female,Information Technology,1,8.0,Yes,No,1
1166,21,Male,Mechanical,0,7.0,Yes,No,0
1167,21,Male,Electrical,0,7.0,No,No,0
1168,22,Male,Mechanical,0,9.0,Yes,No,1
1169,22,Male,Information Technology,1,7.0,No,No,0
1170,22,Male,Mechanical,2,9.0,Yes,No,1
1171,21,Male,Electrical,0,8.0,Yes,No,1
1172,21,Male,Information Technology,1,8.0,No,No,1
1173,22,Male,Information Technology,1,9.0,No,No,1
1174,22,Female,Computer Science,0,9.0,Yes,No,1
1175,21,Male,Civil,1,9.0,No,No,1
1176,22,Female,Information Technology,2,8.0,No,No,1
1177,21,Male,Information Technology,1,9.0,No,No,1
1178,22,Male,Civil,0,9.0,No,Yes,1
1179,21,Male,Electrical,0,8.0,No,No,1
1180,22,Male,Computer Science,1,9.0,No,No,1
1181,22,Male,Electrical,0,8.0,No,No,1
1182,21,Male,Electronics And Communication,1,8.0,No,No,1
1183,21,Male,Electrical,0,8.0,No,No,1
1184,21,Male,Civil,0,9.0,No,Yes,1
1185,21,Male,Computer Science,1,9.0,No,No,1
1186,21,Male,Civil,0,9.0,No,No,1
1187,21,Female,Information Technology,1,8.0,No,No,1
1188,21,Male,Civil,1,7.0,No,No,0
1189,21,Male,Computer Science,1,9.0,No,No,1
1190,22,Male,Electronics And Communication,0,9.0,No,No,1
1191,22,Male,Electronics And Communication,1,7.0,Yes,Yes,0
1192,21,Female,Electrical,1,8.0,No,No,1
1193,21,Male,Information Technology,1,8.0,Yes,No,1
1194,22,Male,Information Technology,1,8.0,No,No,1
1195,22,Female,Electrical,1,7.0,No,Yes,0
1196,21,Male,Computer Science,1,7.0,No,No,0
1197,22,Male,Computer Science,1,9.0,No,No,1
1198,21,Male,Computer Science,2,9.0,No,No,1
1199,22,Female,Computer Science,0,9.0,Yes,Yes,1
1200,21,Male,Information Technology,0,7.0,No,No,1
1201,22,Male,Mechanical,0,8.0,Yes,No,1
1202,22,Male,Computer Science,2,8.0,No,No,1
1203,21,Male,Electronics And Communication,0,8.0,No,No,1
1204,21,Male,Mechanical,1,9.0,Yes,No,1
1205,22,Female,Information Technology,1,9.0,No,No,1
1206,21,Male,Mechanical,0,9.0,Yes,No,1
1207,21,Male,Civil,0,9.0,No,No,1
1208,21,Male,Civil,0,7.0,No,No,0
1209,21,Male,Information Technology,0,9.0,No,No,1
1210,21,Male,Information Technology,0,9.0,No,No,1
1211,21,Male,Mechanical,1,7.0,Yes,No,0
1212,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1213,21,Male,Mechanical,1,9.0,Yes,No,1
1214,22,Male,Computer Science,1,8.0,Yes,No,1
1215,22,Male,Computer Science,1,8.0,No,Yes,1
1216,22,Male,Information Technology,1,9.0,No,No,1
1217,22,Male,Electronics And Communication,0,7.0,No,No,0
1218,21,Female,Electronics And Communication,1,7.0,No,No,1
1219,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1220,22,Male,Mechanical,0,9.0,Yes,No,1
1221,22,Male,Computer Science,1,9.0,No,No,1
1222,22,Male,Mechanical,0,7.0,Yes,No,0
1223,21,Male,Information Technology,0,7.0,No,No,1
1224,22,Male,Mechanical,1,9.0,Yes,No,1
1225,22,Male,Electrical,0,9.0,No,No,1
1226,21,Male,Computer Science,2,9.0,No,Yes,1
1227,22,Male,Computer Science,3,9.0,No,No,1
1228,22,Male,Mechanical,0,9.0,Yes,Yes,1
1229,21,Male,Information Technology,2,9.0,No,No,1
1230,21,Male,Mechanical,1,7.0,Yes,No,0
1231,21,Male,Electrical,1,7.0,No,No,1
1232,22,Male,Information Technology,0,9.0,No,No,1
1233,22,Female,Mechanical,1,7.0,Yes,No,0
1234,22,Male,Civil,0,7.0,No,No,0
1235,21,Female,Electronics And Communication,1,8.0,No,No,1
1236,22,Female,Information Technology,0,9.0,No,No,1
1237,22,Male,Mechanical,0,9.0,Yes,No,1
1238,22,Male,Mechanical,0,8.0,Yes,No,1
1239,21,Male,Computer Science,0,9.0,No,No,1
1240,21,Male,Information Technology,1,7.0,Yes,No,0
1241,21,Male,Electrical,2,8.0,No,Yes,1
1242,21,Male,Computer Science,1,9.0,No,No,1
1243,22,Male,Electrical,1,9.0,No,No,1
1244,22,Male,Information Technology,0,7.0,No,No,1
1245,22,Female,Information Technology,1,9.0,Yes,No,1
1246,21,Male,Mechanical,1,8.0,Yes,No,1
1247,22,Female,Computer Science,0,8.0,Yes,No,1
1248,21,Male,Civil,0,7.0,No,No,0
1249,21,Male,Computer Science,0,7.0,No,Yes,0
1250,22,Male,Information Technology,0,7.0,No,Yes,0
1251,21,Male,Computer Science,0,9.0,No,No,1
1252,21,Male,Mechanical,0,9.0,Yes,Yes,1
1253,22,Male,Mechanical,2,9.0,No,No,1
1254,21,Male,Civil,2,8.0,No,No,1
1255,21,Male,Electrical,0,8.0,No,No,1
1256,21,Female,Electrical,1,8.0,Yes,Yes,1
1257,22,Male,Electronics And Communication,1,7.0,No,No,0
1258,22,Female,Electronics And Communication,1,8.0,Yes,Yes,1
1259,21,Male,Computer Science,1,8.0,No,No,1
1260,22,Male,Computer Science,0,7.0,No,Yes,0
1261,22,Male,Computer Science,0,9.0,No,No,1
1262,21,Male,Electrical,0,8.0,No,No,1
1263,21,Female,Electrical,1,8.0,No,No,1
1264,21,Male,Electronics And Communication,1,7.0,No,No,0
1265,22,Female,Mechanical,1,7.0,Yes,No,0
1266,22,Female,Computer Science,1,7.0,Yes,No,0
1267,21,Female,Mechanical,1,8.0,Yes,No,1
1268,21,Male,Electronics And Communication,0,8.0,No,No,1
1269,21,Female,Electronics And Communication,1,9.0,No,No,1
1270,21,Male,Electronics And Communication,0,9.0,No,No,1
1271,22,Male,Computer Science,1,8.0,No,No,1
1272,22,Male,Information Technology,0,7.0,No,No,0
1273,21,Male,Mechanical,0,9.0,Yes,No,1
1274,22,Male,Mechanical,0,8.0,Yes,No,1
1275,21,Male,Information Technology,0,8.0,No,No,1
1276,22,Male,Mechanical,0,7.0,Yes,No,0
1277,22,Male,Information Technology,1,8.0,No,No,1
1278,22,Male,Information Technology,0,8.0,No,No,1
1279,21,Female,Information Technology,0,8.0,No,No,1
1280,21,Male,Mechanical,0,7.0,No,No,0
1281,21,Male,Electronics And Communication,0,8.0,No,No,1
1282,22,Male,Computer Science,0,9.0,No,No,1
1283,22,Male,Civil,1,7.0,No,No,0
1284,22,Male,Mechanical,2,7.0,Yes,No,0
1285,21,Male,Computer Science,1,9.0,No,No,1
1286,21,Male,Information Technology,0,9.0,No,No,1
1287,22,Male,Civil,0,7.0,No,Yes,0
1288,21,Male,Information Technology,1,8.0,No,No,1
1289,21,Male,Electronics And Communication,0,8.0,No,No,1
1290,21,Male,Electrical,0,9.0,No,No,1
1291,21,Male,Electronics And Communication,0,8.0,No,No,1
1292,22,Male,Information Technology,1,9.0,Yes,No,1
1293,22,Male,Mechanical,0,9.0,Yes,No,1
1294,22,Male,Computer Science,0,7.0,No,No,0
1295,21,Male,Information Technology,1,8.0,Yes,Yes,1
1296,21,Male,Information Technology,0,7.0,No,No,0
1297,21,Male,Electrical,0,7.0,No,No,0
1298,22,Male,Computer Science,1,8.0,No,No,1
1299,21,Male,Electronics And Communication,0,9.0,No,No,1
1300,25,Male,Information Technology,0,7.0,No,No,1
1301,26,Male,Electrical,0,7.0,Yes,No,0
1302,24,Male,Information Technology,1,6.0,No,Yes,1
1303,25,Male,Electronics And Communication,0,6.0,No,No,1
1304,26,Female,Computer Science,0,7.0,Yes,No,0
1305,26,Male,Computer Science,1,7.0,No,No,1
1306,26,Male,Computer Science,1,6.0,No,No,1
1307,26,Male,Information Technology,2,7.0,No,No,1
1308,24,Female,Computer Science,1,7.0,No,No,0
1309,26,Female,Civil,1,6.0,No,Yes,1
1310,26,Male,Computer Science,0,6.0,No,Yes,1
1311,26,Male,Computer Science,1,7.0,No,No,0
1312,26,Male,Information Technology,1,7.0,No,No,0
1313,26,Male,Mechanical,0,7.0,No,Yes,0
1314,26,Male,Electrical,0,6.0,No,No,1
1315,25,Male,Information Technology,1,7.0,No,No,0
1316,26,Male,Mechanical,0,6.0,Yes,No,1
1317,24,Male,Electronics And Communication,1,7.0,No,Yes,0
1318,26,Male,Electronics And Communication,0,6.0,No,No,1
1319,26,Male,Computer Science,0,6.0,No,No,1
1320,24,Female,Computer Science,0,6.0,Yes,Yes,1
1321,24,Male,Computer Science,0,6.0,No,Yes,1
1322,24,Male,Electrical,1,7.0,No,No,1
1323,25,Male,Mechanical,0,7.0,Yes,No,0
1324,25,Male,Computer Science,0,6.0,No,No,1
1325,25,Male,Computer Science,0,7.0,No,No,0
1326,26,Male,Mechanical,1,6.0,No,No,1
1327,26,Male,Computer Science,1,7.0,No,No,0
1328,26,Male,Computer Science,0,6.0,No,Yes,1
1329,26,Male,Electronics And Communication,1,7.0,Yes,Yes,0
1330,25,Female,Computer Science,0,7.0,Yes,No,0
1331,25,Male,Computer Science,2,6.0,No,No,1
1332,25,Male,Mechanical,0,7.0,Yes,No,0
1333,26,Male,Civil,0,7.0,No,No,0
1334,25,Female,Computer Science,1,7.0,Yes,No,1
1335,26,Male,Information Technology,1,6.0,No,No,1
1336,26,Female,Computer Science,0,7.0,Yes,No,1
1337,26,Female,Information Technology,0,7.0,No,No,1
1338,26,Male,Computer Science,1,6.0,No,No,1
1339,26,Female,Information Technology,0,7.0,No,No,0
1340,24,Male,Information Technology,1,7.0,No,No,0
1341,24,Male,Civil,0,6.0,No,No,1
1342,25,Male,Electronics And Communication,1,6.0,No,No,1
1343,26,Male,Mechanical,0,7.0,Yes,No,0
1344,26,Male,Mechanical,1,6.0,Yes,Yes,1
1345,25,Male,Computer Science,1,7.0,No,No,1
1346,26,Male,Computer Science,1,7.0,No,No,1
1347,25,Male,Computer Science,2,7.0,No,Yes,1
1348,25,Male,Computer Science,2,7.0,No,Yes,1
1349,24,Male,Computer Science,0,6.0,No,No,1
1350,26,Male,Electrical,0,6.0,No,No,1
1351,24,Male,Information Technology,0,7.0,No,No,1
1352,26,Male,Computer Science,1,7.0,No,No,1
1353,26,Male,Mechanical,1,7.0,Yes,Yes,0
1354,24,Male,Computer Science,1,7.0,No,No,1
1355,26,Female,Information Technology,0,6.0,No,No,1
1356,25,Female,Computer Science,0,6.0,Yes,Yes,1
1357,25,Male,Mechanical,1,6.0,Yes,No,1
1358,26,Male,Computer Science,1,6.0,No,No,1
1359,25,Female,Electronics And Communication,0,6.0,No,No,1
1360,22,Male,Civil,1,6.0,No,No,0
1361,21,Female,Electrical,0,6.0,No,No,0
1362,22,Male,Computer Science,1,7.0,No,No,0
1363,21,Male,Mechanical,0,6.0,Yes,No,0
1364,21,Female,Information Technology,0,7.0,No,No,0
1365,22,Male,Computer Science,1,7.0,No,No,0
1366,21,Female,Information Technology,1,7.0,No,Yes,0
1367,22,Male,Electrical,0,6.0,No,No,0
1368,21,Male,Information Technology,0,7.0,No,No,0
1369,22,Male,Information Technology,0,7.0,No,No,0
1370,21,Male,Information Technology,0,7.0,No,Yes,0
1371,21,Female,Information Technology,1,7.0,No,No,0
1372,22,Male,Electronics And Communication,1,7.0,No,No,0
1373,22,Male,Electronics And Communication,1,6.0,No,Yes,0
1374,21,Male,Electrical,1,7.0,No,No,1
1375,22,Male,Information Technology,1,6.0,Yes,No,0
1376,21,Male,Computer Science,1,6.0,No,No,0
1377,21,Male,Information Technology,1,6.0,Yes,No,0
1378,21,Male,Information Technology,0,7.0,No,Yes,0
1379,22,Male,Information Technology,0,6.0,No,No,0
1380,21,Male,Electronics And Communication,0,7.0,No,No,1
1381,22,Female,Electrical,1,6.0,Yes,Yes,0
1382,21,Male,Computer Science,1,7.0,No,No,0
1383,21,Female,Information Technology,0,7.0,No,No,0
1384,21,Male,Electronics And Communication,1,6.0,No,Yes,0
1385,22,Female,Information Technology,3,7.0,Yes,Yes,0
1386,21,Female,Computer Science,1,6.0,Yes,No,0
1387,21,Male,Mechanical,0,7.0,Yes,No,0
1388,21,Male,Computer Science,1,8.0,No,No,1
1389,22,Female,Information Technology,0,8.0,No,No,1
1390,22,Female,Information Technology,1,8.0,No,No,1
1391,21,Male,Electronics And Communication,1,7.0,No,Yes,0
1392,21,Male,Information Technology,1,6.0,No,No,0
1393,21,Female,Information Technology,1,8.0,No,No,1
1394,22,Male,Mechanical,0,8.0,Yes,No,1
1395,22,Male,Mechanical,0,7.0,Yes,Yes,0
1396,22,Male,Information Technology,2,8.0,No,No,1
1397,22,Female,Computer Science,0,6.0,Yes,Yes,0
1398,21,Male,Information Technology,2,6.0,No,No,1
1399,22,Male,Electrical,0,8.0,No,Yes,1
1400,22,Male,Civil,1,7.0,No,No,0
1401,22,Female,Civil,1,6.0,No,Yes,0
1402,22,Male,Information Technology,3,8.0,No,No,1
1403,21,Male,Electronics And Communication,1,7.0,No,No,0
1404,22,Male,Mechanical,0,6.0,Yes,No,0
1405,22,Male,Civil,0,8.0,Yes,Yes,1
1406,22,Male,Civil,0,7.0,No,Yes,0
1407,21,Female,Computer Science,0,8.0,Yes,Yes,1
1408,22,Male,Information Technology,1,6.0,No,No,0
1409,22,Male,Mechanical,0,6.0,Yes,No,0
1410,21,Male,Computer Science,2,6.0,No,No,1
1411,22,Male,Information Technology,0,8.0,No,Yes,1
1412,22,Male,Civil,0,6.0,No,No,0
1413,22,Female,Mechanical,1,8.0,Yes,No,1
1414,21,Male,Civil,2,7.0,Yes,Yes,0
1415,21,Male,Mechanical,0,7.0,Yes,No,0
1416,21,Male,Information Technology,0,6.0,No,Yes,0
1417,21,Male,Mechanical,0,6.0,Yes,Yes,0
1418,22,Male,Information Technology,0,7.0,No,Yes,0
1419,22,Male,Electronics And Communication,1,8.0,No,No,1
1420,21,Male,Information Technology,2,8.0,No,No,1
1421,22,Male,Electronics And Communication,1,7.0,No,No,0
1422,22,Male,Computer Science,1,8.0,No,No,1
1423,22,Male,Computer Science,1,7.0,No,No,0
1424,21,Male,Electronics And Communication,0,8.0,No,Yes,1
1425,22,Male,Mechanical,0,8.0,Yes,No,1
1426,21,Male,Computer Science,0,7.0,No,Yes,0
1427,22,Male,Electronics And Communication,0,7.0,No,No,0
1428,22,Female,Electronics And Communication,3,6.0,No,No,1
1429,21,Male,Electrical,0,8.0,No,No,1
1430,21,Female,Electronics And Communication,2,7.0,No,No,1
1431,21,Male,Electrical,0,7.0,No,No,0
1432,21,Male,Electrical,0,6.0,No,No,0
1433,22,Male,Computer Science,2,7.0,No,No,0
1434,22,Male,Information Technology,1,8.0,Yes,No,1
1435,21,Male,Electronics And Communication,0,7.0,No,No,0
1436,22,Male,Computer Science,0,6.0,No,No,0
1437,21,Male,Civil,2,8.0,No,No,1
1438,21,Male,Information Technology,1,6.0,No,No,0
1439,21,Female,Information Technology,0,6.0,No,No,0
1440,21,Male,Information Technology,0,7.0,No,Yes,0
1441,22,Male,Information Technology,1,6.0,No,No,0
1442,22,Female,Computer Science,1,6.0,Yes,No,0
1443,21,Male,Electrical,1,7.0,No,No,1
1444,28,Female,Computer Science,3,8.0,Yes,No,1
1445,21,Male,Computer Science,0,7.0,No,Yes,0
1446,22,Male,Information Technology,0,7.0,No,Yes,0
1447,21,Female,Computer Science,0,6.0,Yes,No,0
1448,22,Female,Electronics And Communication,0,8.0,No,No,1
1449,22,Male,Computer Science,1,6.0,No,No,0
1450,21,Male,Electrical,0,8.0,No,No,1
1451,21,Male,Information Technology,2,8.0,No,No,1
1452,22,Male,Computer Science,0,8.0,No,Yes,1
1453,22,Female,Electrical,1,8.0,No,No,1
1454,22,Female,Computer Science,0,6.0,Yes,No,0
1455,21,Male,Computer Science,1,6.0,No,No,0
1456,22,Male,Electronics And Communication,0,6.0,No,No,0
1457,21,Male,Electronics And Communication,1,6.0,No,No,0
1458,21,Male,Computer Science,0,7.0,No,No,0
1459,22,Male,Mechanical,0,6.0,Yes,No,0
1460,22,Male,Computer Science,1,8.0,No,No,1
1461,21,Male,Civil,0,8.0,Yes,No,1
1462,22,Male,Computer Science,1,8.0,No,No,1
1463,22,Male,Information Technology,0,7.0,No,No,0
1464,22,Male,Mechanical,1,7.0,Yes,Yes,0
1465,21,Male,Information Technology,1,6.0,No,No,0
1466,22,Male,Information Technology,2,8.0,No,No,1
1467,21,Male,Information Technology,1,8.0,No,No,1
1468,21,Male,Electrical,0,6.0,No,No,0
1469,22,Male,Information Technology,1,7.0,No,No,0
1470,21,Male,Information Technology,0,7.0,No,No,0
1471,21,Male,Electrical,0,8.0,No,No,1
1472,21,Male,Mechanical,0,7.0,Yes,No,0
1473,21,Male,Electronics And Communication,0,6.0,No,No,0
1474,22,Female,Information Technology,0,7.0,No,No,0
1475,22,Male,Mechanical,1,8.0,Yes,No,1
1476,22,Male,Computer Science,3,6.0,No,No,1
1477,21,Male,Electronics And Communication,1,6.0,No,No,0
1478,22,Male,Electronics And Communication,0,7.0,No,No,0
1479,21,Male,Computer Science,2,7.0,No,No,1
1480,22,Male,Electrical,0,6.0,No,No,0
1481,21,Male,Computer Science,0,6.0,No,No,0
1482,22,Male,Electronics And Communication,1,6.0,No,No,0
1483,22,Male,Information Technology,1,8.0,No,No,1
1484,22,Female,Civil,1,8.0,No,Yes,1
1485,22,Male,Computer Science,3,6.0,No,Yes,0
1486,21,Male,Information Technology,0,6.0,No,No,0
1487,22,Male,Civil,0,8.0,No,No,1
1488,22,Male,Electronics And Communication,1,6.0,No,No,0
1489,22,Female,Civil,1,6.0,No,No,0
1490,21,Male,Information Technology,0,8.0,No,No,1
1491,21,Male,Computer Science,1,7.0,No,No,0
1492,22,Male,Information Technology,1,8.0,Yes,No,1
1493,21,Male,Computer Science,0,7.0,No,No,0
1494,21,Male,Electrical,0,8.0,No,No,1
1495,21,Male,Information Technology,0,7.0,No,No,0
1496,21,Male,Electrical,2,8.0,No,Yes,1
1497,22,Female,Computer Science,1,6.0,Yes,No,0
1498,21,Female,Computer Science,1,7.0,Yes,No,0
1499,22,Male,Information Technology,1,8.0,No,No,1
1500,24,Male,Computer Science,1,8.0,No,No,1
1501,24,Male,Computer Science,1,6.0,Yes,Yes,1
1502,22,Male,Information Technology,1,6.0,No,No,1
1503,24,Male,Computer Science,1,7.0,No,No,1
1504,24,Male,Computer Science,1,7.0,No,No,1
1505,24,Male,Computer Science,1,7.0,No,No,1
1506,24,Female,Information Technology,1,6.0,No,No,1
1507,24,Male,Computer Science,0,8.0,No,No,1
1508,20,Female,Electrical,1,7.0,No,Yes,0
1509,21,Male,Computer Science,1,7.0,No,No,1
1510,23,Male,Electronics And Communication,0,7.0,No,No,0
1511,22,Female,Computer Science,1,8.0,Yes,No,1
1512,23,Male,Computer Science,1,7.0,No,No,1
1513,23,Male,Electrical,2,7.0,No,No,0
1514,22,Female,Computer Science,2,7.0,Yes,Yes,1
1515,24,Male,Computer Science,1,6.0,No,No,1
1516,22,Male,Information Technology,2,7.0,No,No,0
1517,24,Male,Computer Science,0,6.0,No,No,1
1518,22,Male,Information Technology,0,6.0,No,No,0
1519,23,Male,Mechanical,0,7.0,No,No,0
1520,22,Male,Electrical,1,7.0,No,No,0
1521,23,Male,Electronics And Communication,1,6.0,No,Yes,1
1522,23,Male,Electrical,0,8.0,No,Yes,1
1523,20,Male,Electrical,1,8.0,No,No,1
1524,24,Male,Mechanical,0,7.0,Yes,No,0
1525,24,Male,Computer Science,2,6.0,No,No,1
1526,20,Male,Computer Science,1,6.0,No,No,0
1527,24,Male,Mechanical,0,6.0,Yes,No,1
1528,22,Female,Electrical,1,7.0,No,No,0
1529,20,Male,Civil,1,6.0,No,No,0
1530,23,Male,Electronics And Communication,1,6.0,No,Yes,1
1531,23,Male,Mechanical,0,6.0,Yes,No,0
1532,22,Male,Computer Science,1,6.0,No,No,0
1533,22,Male,Mechanical,1,7.0,Yes,No,0
1534,23,Male,Computer Science,0,7.0,No,No,0
1535,22,Male,Computer Science,1,8.0,No,No,1
1536,20,Male,Computer Science,0,8.0,No,Yes,1
1537,20,Female,Computer Science,1,7.0,Yes,No,1
1538,21,Male,Electrical,0,7.0,No,No,1
1539,23,Male,Computer Science,1,7.0,No,No,0
1540,21,Female,Information Technology,1,8.0,No,No,1
1541,21,Male,Mechanical,0,6.0,Yes,No,0
1542,20,Male,Civil,0,8.0,No,No,1
1543,23,Female,Computer Science,0,7.0,Yes,Yes,0
1544,21,Male,Electronics And Communication,0,8.0,No,Yes,1
1545,24,Male,Electronics And Communication,1,7.0,No,No,0
1546,21,Male,Electronics And Communication,1,6.0,No,No,0
1547,21,Male,Electrical,0,8.0,No,No,1
1548,22,Male,Computer Science,0,6.0,No,Yes,0
1549,20,Male,Computer Science,2,7.0,No,No,0
1550,21,Male,Computer Science,0,7.0,No,No,1
1551,20,Male,Information Technology,0,6.0,No,No,0
1552,23,Male,Information Technology,0,8.0,No,No,1
1553,22,Male,Computer Science,0,7.0,No,No,0
1554,21,Male,Information Technology,0,8.0,No,No,1
1555,21,Male,Mechanical,0,6.0,Yes,No,1
1556,24,Male,Information Technology,0,8.0,No,No,1
1557,23,Male,Electronics And Communication,1,6.0,No,No,0
1558,22,Male,Computer Science,0,7.0,No,No,1
1559,20,Male,Mechanical,0,6.0,Yes,Yes,0
1560,24,Male,Mechanical,0,7.0,Yes,No,1
1561,21,Male,Information Technology,0,8.0,No,Yes,1
1562,23,Male,Computer Science,2,7.0,No,Yes,1
1563,23,Male,Mechanical,1,7.0,Yes,No,1
1564,23,Male,Civil,0,8.0,No,No,1
1565,22,Male,Electronics And Communication,1,7.0,No,No,0
1566,24,Male,Mechanical,1,8.0,Yes,No,1
1567,21,Female,Computer Science,0,8.0,Yes,Yes,1
1568,22,Male,Computer Science,0,6.0,No,Yes,0
1569,22,Male,Electronics And Communication,0,6.0,No,No,1
1570,23,Male,Electrical,0,6.0,No,No,0
1571,20,Male,Computer Science,1,7.0,No,No,1
1572,22,Male,Computer Science,1,8.0,No,No,1
1573,20,Male,Electronics And Communication,0,8.0,No,No,1
1574,23,Male,Computer Science,1,7.0,No,No,0
1575,21,Male,Information Technology,1,7.0,No,No,1
1576,24,Male,Civil,0,8.0,No,No,1
1577,21,Male,Information Technology,0,8.0,No,No,1
1578,21,Male,Electrical,2,6.0,Yes,Yes,1
1579,20,Female,Information Technology,0,6.0,No,No,0
1580,23,Male,Computer Science,1,6.0,No,No,0
1581,20,Male,Civil,2,5.0,No,No,0
1582,21,Male,Mechanical,1,5.0,Yes,No,0
1583,23,Female,Information Technology,1,6.0,Yes,No,0
1584,24,Female,Electronics And Communication,0,5.0,No,No,0
